gene_id,transcript_id,Gene_id,protein_id
YJR137C,NM_001181795.1,853602,NP_116579.1
YJR138W,NM_001181796.2,853603,NP_012672.1
YJR139C,NM_001181797.3,853604,NP_012673.3
YJR140C,NM_001181798.1,853605,NP_012674.1
YJR141W,NM_001181799.1,853606,NP_012675.1
YJR142W,NM_001181800.3,853607,NP_012676.3
YJR143C,NM_001181801.1,853608,NP_012677.1
YJR144W,NM_001181802.1,853609,NP_012678.1
YJR145C,NM_001181803.3,853610,NP_012679.3
YJR145C,NM_001181803.3,853610,NP_012679.3
YJR146W,NM_001270754.1,853611,NP_001257683.1
YJR147W,NM_001181805.1,853612,NP_012681.1
YJR148W,NM_001181806.1,853613,NP_012682.1
YJR149W,NM_001181807.4,853614,NP_012683.4
YJR150C,NM_001181808.4,853615,NP_012684.4
YJR151C,NM_001181809.2,853616,NP_012685.1
YJR151W-A,NM_001184556.1,1466471,NP_878108.1
YJR152W,NM_001181810.3,853617,NP_012686.3
YJR153W,NM_001181811.3,853618,NP_012687.3
YJR154W,NM_001181812.1,853619,NP_012688.1
YJR155W,NM_001181813.1,853620,NP_012689.1
YJR156C,NM_001181814.3,853621,NP_012690.3
YJR158W,NM_001181816.3,853623,NP_012692.3
YJR159W,NM_001181817.1,853624,NP_012693.1
YJR160C,NM_001181818.1,853625,NP_012694.1
YJR161C,NM_001181819.3,853626,NP_012695.3
YKL224C,NM_001179789.1,853656,NP_012698.1
YKL222C,NM_001179787.1,853658,NP_012700.1
YKL221W,NM_001179786.2,853659,NP_012701.2
YKL220C,NM_001179785.1,853660,NP_012702.1
YKL219W,NM_001179784.1,853661,NP_012703.1
YKL218C,NM_001179783.1,853662,NP_012704.1
YKL217W,NM_001179782.1,853663,NP_012705.1
YKL216W,NM_001179781.1,853664,NP_012706.1
YKL215C,NM_001179780.1,853665,NP_012707.1
YKL214C,NM_001179779.1,853666,NP_012708.1
YKL213C,NM_001179778.1,853667,NP_012709.1
YKL212W,NM_001179777.1,853668,NP_012710.1
YKL211C,NM_001179776.1,853669,NP_012711.1
YKL210W,NM_001179775.1,853670,NP_012712.1
YKL209C,NM_001179774.1,853671,NP_012713.1
YKL208W,NM_001179773.1,853673,NP_012714.1
YKL207W,NM_001179772.1,853628,NP_012715.3
YKL206C,NM_001179771.1,853629,NP_012716.1
YKL205W,NM_001179770.1,853630,NP_012717.1
YKL204W,NM_001179769.1,853631,NP_012718.1
YKL203C,NM_001179768.1,853632,NP_012719.2
YKL201C,NM_001179766.1,853634,NP_012721.1
YKL198C,NM_001179764.2,853635,NP_012723.3
YKL197C,NM_001179763.1,853636,NP_012724.1
YKL196C,NM_001179762.1,853638,NP_012725.1
YKL195W,NM_001179761.1,853639,NP_012726.2
YKL194C,NM_001179760.1,853640,NP_012727.1
YKL193C,NM_001179759.1,853641,NP_012728.1
YKL192C,NM_001179758.1,853642,NP_012729.1
YKL191W,NM_001179757.1,853643,NP_012730.1
YKL190W,NM_001179756.1,853644,NP_012731.1
YKL190W,NM_001179756.1,853644,NP_012731.1
YKL189W,NM_001179755.1,853646,NP_012732.1
YKL188C,NM_001179754.1,853647,NP_012733.1
YKL187C,NM_001179753.1,853648,NP_012734.1
YKL186C,NM_001179752.1,853649,NP_012735.1
YKL185W,NM_001179751.1,853650,NP_012736.1
YKL184W,NM_001179750.1,853651,NP_012737.1
YKL183C-A,NM_001184557.1,1500485,NP_878109.1
YKL183W,NM_001179749.1,853652,NP_012738.1
YKL182W,NM_001179748.1,853653,NP_012739.1
YKL181W,NM_001179747.1,853654,NP_012740.1
YKL180W,NM_001179746.1,853674,NP_012741.1
YKL180W,NM_001179746.1,853674,NP_012741.1
YKL179C,NM_001179745.1,853675,NP_012742.1
YKL178C,NM_001179744.1,853677,NP_012743.1
YKL176C,NM_001179742.1,853678,NP_012745.1
YKL175W,NM_001179741.1,853679,NP_012746.1
YKL174C,NM_001179740.1,853680,NP_012747.1
YKL173W,NM_001179739.1,853681,NP_012748.1
YKL172W,NM_001179738.1,853682,NP_012749.1
YKL171W,NM_001179737.1,853683,NP_012750.1
YKL170W,NM_001179736.1,853684,NP_012751.1
YKL168C,NM_001179734.1,853686,NP_012753.2
YKL167C,NM_001179733.1,853687,NP_012754.1
YKL166C,NM_001179732.1,853688,NP_012755.1
YKL165C,NM_001179731.1,853690,NP_012756.1
YKL164C,NM_001179730.1,853692,NP_012757.1
YKL163W,NM_001179729.1,853693,NP_012758.1
YKL162C,NM_001179728.1,853695,NP_012760.1
YKL161C,NM_001179727.1,853696,NP_012761.1
YKL160W,NM_001179726.1,853697,NP_012762.1
YKL159C,NM_001179725.1,853698,NP_012763.1
YKL157W,NM_001179723.2,853699,NP_012765.3
YKL157W,NM_001179723.2,853699,NP_012765.3
YKL156W,NM_001179722.1,853700,NP_012766.1
YKL156W,NM_001179722.1,853700,NP_012766.1
YKL155C,NM_001179721.1,853701,NP_012767.1
YKL154W,NM_001179720.1,853702,NP_012768.1
YKL152C,NM_001179718.1,853705,NP_012770.1
YKL151C,NM_001179717.1,853706,NP_012771.1
YKL150W,NM_001179716.1,853707,NP_012772.1
YKL149C,NM_001179715.1,853708,NP_012773.1
YKL148C,NM_001179714.1,853709,NP_012774.1
YKL146W,NM_001179712.1,853710,NP_012776.1
YKL145W,NM_001179711.1,853712,NP_012777.1
YKL144C,NM_001179710.1,853713,NP_012778.1
YKL143W,NM_001179709.1,853714,NP_012779.1
YKL142W,NM_001179708.1,853715,NP_012780.1
YKL141W,NM_001179707.1,853716,NP_012781.1
YKL140W,NM_001179706.1,853717,NP_012782.1
YKL139W,NM_001179705.1,853718,NP_012783.1
YKL138C-A,NM_001184513.1,853719,NP_690844.1
YKL138C,NM_001179704.1,853720,NP_012784.1
YKL137W,NM_001179703.1,853721,NP_012785.2
YKL135C,NM_001179701.1,853723,NP_012787.1
YKL134C,NM_001179700.2,853724,NP_012788.2
YKL133C,NM_001179699.2,853725,NP_012789.2
YKL132C,NM_001179698.1,853727,NP_012790.1
YKL130C,NM_001179696.1,853728,NP_012792.1
YKL129C,NM_001179695.2,853729,NP_012793.2
YKL128C,NM_001179694.1,853730,NP_012794.1
YKL127W,NM_001179693.1,853732,NP_012795.1
YKL126W,NM_001179692.1,853733,NP_012796.1
YKL125W,NM_001179691.1,853734,NP_012797.1
YKL124W,NM_001179690.1,853735,NP_012798.1
YKL122C,NM_001179688.1,853737,NP_012800.1
YKL121W,NM_001179687.1,853738,NP_012801.1
YKL120W,NM_001179686.1,853739,NP_012802.1
YKL119C,NM_001179685.1,853741,NP_012803.1
YKL117W,NM_001179683.1,853743,NP_012805.1
YKL116C,NM_001179682.1,853744,NP_012806.1
YKL114C,NM_001179680.1,853746,NP_012808.1
YKL113C,NM_001179679.1,853747,NP_012809.1
YKL112W,NM_001179678.1,853748,NP_012810.1
YKL110C,NM_001179676.1,853750,NP_012812.1
YKL109W,NM_001179675.1,853751,NP_012813.1
YKL108W,NM_001179674.1,853752,NP_012814.1
YKL107W,NM_001179673.1,853753,NP_012815.1
YKL106C-A,NM_001184482.1,853754,NP_076898.1
YKL106W,NM_001179672.1,853755,NP_012816.1
YKL105C,NM_001179671.1,853756,NP_012817.1
YKL104C,NM_001179670.1,853757,NP_012818.1
YKL104W-A,NM_001395037.1,65052911,NP_001381967.1
YKL103C,NM_001179669.1,853758,NP_012819.1
YKL102C,NM_001348849.1,853759,NP_001335789.1
YKL101W,NM_001179667.2,853760,NP_012821.2
YKL100C,NM_001179666.1,853761,NP_012822.1
YKL099C,NM_001179665.1,853762,NP_012823.2
YKL098W,NM_001179664.1,853763,NP_012824.1
YKL097C,NM_001348850.1,853764,NP_001335790.1
YKL096C-B,NM_001184604.1,1500486,NP_878110.1
YKL096W-A,NM_001180025.1,853765,NP_012826.1
YKL096W,NM_001179662.1,853766,NP_012827.1
YKL095W,NM_001179661.1,853767,NP_012828.1
YKL094W,NM_001179660.1,853768,NP_012829.1
YKL093W,NM_001179659.1,853769,NP_012830.1
YKL092C,NM_001179658.1,853770,NP_012831.1
YKL091C,NM_001179657.1,853771,NP_012832.1
YKL090W,NM_001179656.1,853772,NP_012833.1
YKL089W,NM_001179655.1,853773,NP_012834.1
YKL088W,NM_001179654.1,853774,NP_012835.1
YKL087C,NM_001179653.1,853775,NP_012836.1
YKL086W,NM_001179652.1,853776,NP_012837.1
YKL085W,NM_001179651.1,853777,NP_012838.1
YKL084W,NM_001179650.1,853778,NP_012839.1
YKL082C,NM_001179648.1,853780,NP_012841.1
YKL081W,NM_001179647.1,853781,NP_012842.1
YKL081W,NM_001179647.1,853781,NP_012842.1
YKL080W,NM_001179646.1,853782,NP_012843.1
YKL079W,NM_001179645.1,853783,NP_012844.1
YKL078W,NM_001179644.1,853784,NP_012845.1
YKL077W,NM_001179643.1,853785,NP_012846.1
YKL075C,NM_001179641.1,853787,NP_012848.1
YKL074C,NM_001179640.1,853788,NP_012849.1
YKL073W,NM_001179639.1,853789,NP_012850.1
YKL072W,NM_001179638.1,853790,NP_012851.1
YKL071W,NM_001179637.1,853792,NP_012852.1
YKL070W,NM_001179636.1,853793,NP_012853.1
YKL069W,NM_001179635.1,853794,NP_012854.1
YKL068W-A,NM_001184534.1,1500487,NP_878111.1
YKL068W,NM_001179634.1,853796,NP_012855.1
YKL067W,NM_001179633.1,853798,NP_012856.1
YKL065W-A,NM_001184684.1,3799975,NP_001032580.1
YKL065C,NM_001179631.2,853800,NP_012858.2
YKL064W,NM_001179630.1,853801,NP_012859.1
YKL063C,NM_001179629.1,853802,NP_012860.1
YKL062W,NM_001179628.1,853803,NP_012861.1
YKL061W,NM_001179627.1,853804,NP_012862.1
YKL060C,NM_001179626.1,853805,NP_012863.1
YKL059C,NM_001179625.1,853806,NP_012864.1
YKL058W,NM_001179624.1,853807,NP_012865.1
YKL057C,NM_001179623.1,853808,NP_012866.1
YKL056C,NM_001179622.1,853809,NP_012867.1
YKL055C,NM_001179621.2,853810,NP_012868.1
YKL054C,NM_001179620.1,853811,NP_012869.1
YKL053C-A,NM_001184336.1,853812,NP_012870.1
YKL052C,NM_001179618.1,853814,NP_012872.2
YKL051W,NM_001179617.1,853815,NP_012873.1
YKL050C,NM_001179616.1,853816,NP_012874.1
YKL049C,NM_001179615.1,853817,NP_012875.2
YKL048C,NM_001179614.1,853818,NP_012876.1
YKL047W,NM_001179613.1,853819,NP_012877.1
YKL046C,NM_001179612.1,853820,NP_012878.1
YKL045W,NM_001179611.1,853821,NP_012879.1
YKL044W,NM_001270755.1,853822,NP_001257684.1
YKL043W,NM_001179609.1,853823,NP_012881.1
YKL042W,NM_001179608.3,853824,NP_012882.3
YKL041W,NM_001179607.1,853825,NP_012883.1
YKL040C,NM_001179606.3,853826,NP_012884.3
YKL039W,NM_001179605.1,853827,NP_012885.2
YKL038W,NM_001179604.3,853828,NP_012886.3
YKL037W,NM_001179603.1,853829,NP_012887.1
YKL035W,NM_001179601.3,853830,NP_012889.3
YKL034W,NM_001179600.1,853832,NP_012890.1
YKL033W-A,NM_001184335.3,853833,NP_012891.4
YKL033W,NM_001179599.1,853834,NP_012892.1
YKL032C,NM_001179598.3,853836,NP_012893.3
YKL029C,NM_001179595.1,853839,NP_012896.1
YKL028W,NM_001179594.3,853840,NP_012897.3
YKL027W,NM_001179593.1,853841,NP_012898.1
YKL026C,NM_001179592.3,853842,NP_012899.3
YKL025C,NM_001179591.1,853843,NP_012900.1
YKL024C,NM_001179590.3,853844,NP_012901.3
YKL023C-A,NM_001184683.1,3799976,NP_001032581.1
YKL023W,NM_001179589.4,853845,NP_012902.4
YKL022C,NM_001179588.1,853846,NP_012903.1
YKL021C,NM_001179587.3,853847,NP_012904.3
YKL020C,NM_001179586.1,853848,NP_012905.1
YKL019W,NM_001179585.3,853849,NP_012906.3
YKL018C-A,NM_001184481.1,853850,NP_076899.1
YKL018W,NM_001179584.3,853851,NP_012907.3
YKL017C,NM_001179583.1,853852,NP_012908.1
YKL016C,NM_001179582.3,853853,NP_012909.3
YKL015W,NM_001179581.1,853854,NP_012910.1
YKL014C,NM_001179580.3,853855,NP_012911.3
YKL013C,NM_001179579.1,853856,NP_012912.1
YKL012W,NM_001179578.3,853857,NP_012913.3
YKL011C,NM_001179577.1,853858,NP_012914.1
YKL010C,NM_001179576.3,853859,NP_012915.3
YKL009W,NM_001179575.1,853860,NP_012916.1
YKL008C,NM_001179574.3,853861,NP_012917.3
YKL007W,NM_001179573.1,853862,NP_012918.1
YKL006C-A,NM_001180028.3,853863,NP_012919.3
YKL006C-A,NM_001180028.3,853863,NP_012919.3
YKL006W,NM_001179572.1,853864,NP_012920.1
YKL006W,NM_001179572.1,853864,NP_012920.1
YKL005C,NM_001179571.3,853865,NP_012921.3
YKL004W,NM_001179570.1,853866,NP_012922.1
YKL003C,NM_001179569.3,853867,NP_012923.3
YKL002W,NM_001179568.1,853868,NP_012924.2
YKL002W,NM_001179568.1,853868,NP_012924.2
YKL001C,NM_001179567.3,853869,NP_012925.3
YKR001C,NM_001179791.1,853870,NP_012926.1
YKR002W,NM_001179792.3,853871,NP_012927.3
YKR003W,NM_001179793.1,853872,NP_012928.1
YKR004C,NM_001179794.3,853873,NP_012929.4
YKR004C,NM_001179794.3,853873,NP_012929.4
YKR005C,NM_001179795.1,853874,NP_012930.2
YKR005C,NM_001179795.1,853874,NP_012930.2
YKR006C,NM_001179796.3,853875,NP_012931.4
YKR007W,NM_001179797.1,853876,NP_012932.1
YKR008W,NM_001179798.4,853877,NP_012933.4
YKR009C,NM_001179799.1,853878,NP_012934.1
YKR010C,NM_001179800.3,853880,NP_012935.3
YKR011C,NM_001179801.1,853881,NP_012936.1
YKR013W,NM_001179803.3,853882,NP_012938.3
YKR014C,NM_001179804.1,853884,NP_012939.1
YKR015C,NM_001179805.3,853885,NP_012940.3
YKR016W,NM_001179806.1,853886,NP_012941.1
YKR017C,NM_001179807.3,853887,NP_012942.3
YKR018C,NM_001179808.1,853888,NP_012943.1
YKR019C,NM_001179809.3,853889,NP_012944.3
YKR020W,NM_001179810.1,853890,NP_012945.1
YKR021W,NM_001179811.4,853891,NP_012946.3
YKR022C,NM_001179812.1,853892,NP_012947.1
YKR023W,NM_001179813.3,853893,NP_012948.3
YKR024C,NM_001179814.1,853894,NP_012949.1
YKR025W,NM_001179815.3,853895,NP_012950.3
YKR026C,NM_001179816.1,853896,NP_012951.1
YKR027W,NM_001179817.3,853898,NP_012952.3
YKR028W,NM_001179818.2,853899,NP_012953.2
YKR029C,NM_001179819.3,853900,NP_012954.3
YKR030W,NM_001179820.1,853901,NP_012955.1
YKR031C,NM_001179821.3,853902,NP_012956.3
YKR032W,NM_001348851.1,853903,NP_001335791.1
YKR034W,NM_001179824.1,853904,NP_012959.1
YKR035W-A,NM_001184309.3,853906,NP_012961.3
YKR036C,NM_001179826.2,853908,NP_012962.3
YKR037C,NM_001179827.3,853909,NP_012963.3
YKR038C,NM_001179828.1,853910,NP_012964.2
YKR039W,NM_001179829.3,853912,NP_012965.3
YKR041W,NM_001179831.1,853914,NP_012967.1
YKR042W,NM_001179832.3,853916,NP_012968.4
YKR043C,NM_001179833.1,853917,NP_012969.1
YKR044W,NM_001179834.3,853918,NP_012970.3
YKR045C,NM_001179835.1,853919,NP_012971.2
YKR046C,NM_001179836.3,853920,NP_012972.3
YKR048C,NM_001179838.1,853922,NP_012974.1
YKR049C,NM_001179839.3,853923,NP_012975.3
YKR050W,NM_001179840.1,853924,NP_012976.1
YKR051W,NM_001179841.3,853925,NP_012977.3
YKR052C,NM_001179842.1,853926,NP_012978.1
YKR053C,NM_001179843.3,853927,NP_012979.3
YKR054C,NM_001179844.1,853928,NP_012980.1
YKR055W,NM_001179845.3,853929,NP_012981.3
YKR056W,NM_001179846.1,853930,NP_012982.2
YKR057W,NM_001179847.3,853931,NP_012983.3
YKR057W,NM_001179847.3,853931,NP_012983.3
YKR058W,NM_001179848.1,853932,NP_012984.2
YKR059W,NM_001179849.3,853933,NP_012985.3
YKR060W,NM_001179850.1,853934,NP_012986.1
YKR061W,NM_001179851.3,853935,NP_012987.3
YKR062W,NM_001179852.1,853936,NP_012988.1
YKR063C,NM_001179853.3,853937,NP_012989.3
YKR064W,NM_001179854.1,853938,NP_012990.1
YKR065C,NM_001179855.3,853939,NP_012991.3
YKR066C,NM_001179856.1,853940,NP_012992.1
YKR067W,NM_001179857.3,853941,NP_012993.3
YKR068C,NM_001179858.1,853942,NP_012994.1
YKR069W,NM_001179859.3,853943,NP_012995.3
YKR070W,NM_001179860.1,853944,NP_012996.1
YKR071C,NM_001179861.3,853945,NP_012997.3
YKR072C,NM_001179862.1,853946,NP_012998.1
YKR073C,NM_001348852.1,853947,NP_001335792.1
YKR074W,NM_001179864.3,853949,NP_013000.3
YKR075C,NM_001179865.1,853950,NP_013001.1
YKR076W,NM_001179866.3,853951,NP_013002.3
YKR077W,NM_001179867.1,853952,NP_013003.1
YKR078W,NM_001179868.3,853953,NP_013004.3
YKR079C,NM_001179869.1,853954,NP_013005.1
YKR080W,NM_001179870.3,853955,NP_013006.3
YKR081C,NM_001179871.1,853956,NP_013007.1
YKR082W,NM_001179872.3,853957,NP_013008.3
YKR083C,NM_001179873.1,853958,NP_013009.1
YKR084C,NM_001179874.3,853959,NP_013010.3
YKR085C,NM_001179875.1,853960,NP_013011.1
YKR086W,NM_001179876.3,853961,NP_013012.3
YKR087C,NM_001179877.1,853962,NP_013013.2
YKR088C,NM_001179878.3,853963,NP_013014.3
YKR089C,NM_001179879.1,853964,NP_013015.1
YKR090W,NM_001179880.4,853965,NP_013016.4
YKR091W,NM_001179881.1,853966,NP_013017.2
YKR092C,NM_001179882.3,853967,NP_013018.3
YKR093W,NM_001179883.1,853968,NP_013019.1
YKR094C,NM_001179884.3,853969,NP_013020.3
YKR094C,NM_001179884.3,853969,NP_013020.3
YKR095W,NM_001179885.1,853970,NP_013021.1
YKR095W-A,NM_001184522.3,1500489,NP_878113.4
YKR095W-A,NM_001184522.3,1500489,NP_878113.4
YKR096W,NM_001179886.1,853971,NP_013022.1
YKR097W,NM_001179887.3,853972,NP_013023.3
YKR098C,NM_001179888.1,853973,NP_013024.1
YKR099W,NM_001179889.3,853974,NP_013025.3
YKR100C,NM_001179890.1,853975,NP_013026.2
YKR101W,NM_001179891.3,853976,NP_013027.4
YKR102W,NM_001179892.1,853977,NP_013028.1
YKR103W,NM_001179893.3,853978,NP_013029.3
YKR104W,NM_001179894.1,853979,NP_013030.1
YKR105C,NM_001179895.3,853980,NP_013031.3
YKR106W,NM_001179896.1,853981,NP_013032.1
YLL067C,NM_001181887.1,850659,NP_013033.1
YLL067C,NM_001181887.1,850659,NP_013033.1
YLL066W-B,NM_001184605.1,1466404,NP_878115.1
YLL066C,NM_001181886.1,850660,NP_013034.1
YLL066C,NM_001181886.1,850660,NP_013034.1
YLL064C,NM_001181884.1,850662,NP_013036.1
YLL063C,NM_001181883.1,850663,NP_013037.1
YLL062C,NM_001181882.1,850664,NP_013038.1
YLL061W,NM_001181881.1,850665,NP_013039.1
YLL060C,NM_001181880.1,850666,NP_013040.1
YLL058W,NM_001181878.1,850668,NP_013042.1
YLL057C,NM_001181877.1,850669,NP_013043.1
YLL056C,NM_001181876.1,850670,NP_013044.1
YLL055W,NM_001181875.1,850671,NP_013045.1
YLL054C,NM_001181874.2,850672,NP_013046.2
YLL053C,NM_001181873.1,850673,NP_013047.1
YLL052C,NM_001181872.1,850674,NP_013048.1
YLL051C,NM_001181871.1,850675,NP_013049.1
YLL050C,NM_001181870.1,850676,NP_013050.1
YLL050C,NM_001181870.1,850676,NP_013050.1
YLL049W,NM_001181869.1,850677,NP_013051.1
YLL048C,NM_001181868.1,850678,NP_013052.1
YLL046C,NM_001181866.1,850680,NP_013054.1
YLL045C,NM_001181865.1,850682,NP_013055.1
YLL043W,NM_001181863.1,850683,NP_013057.1
YLL042C,NM_001181862.1,850684,NP_013058.1
YLL041C,NM_001181861.1,850685,NP_013059.1
YLL040C,NM_001181860.1,850619,NP_013060.1
YLL039C,NM_001181859.1,850620,NP_013061.1
YLL038C,NM_001181858.1,850621,NP_013062.1
YLL036C,NM_001181856.1,850623,NP_013064.1
YLL035W,NM_001181855.1,850624,NP_013065.1
YLL034C,NM_001181854.1,850625,NP_013066.1
YLL033W,NM_001181853.1,850626,NP_013067.1
YLL032C,NM_001181852.1,850627,NP_013068.1
YLL031C,NM_001181851.1,850628,NP_013069.1
YLL030C,NM_001348853.1,850629,NP_001335793.1
YLL029W,NM_001181849.1,850630,NP_013071.1
YLL028W,NM_001181848.1,850631,NP_013072.1
YLL027W,NM_001181847.1,850632,NP_013073.1
YLL026W,NM_001181846.1,850633,NP_013074.1
YLL025W,NM_001181845.1,850635,NP_013075.1
YLL024C,NM_001181844.1,850636,NP_013076.1
YLL023C,NM_001181843.1,850637,NP_013077.1
YLL022C,NM_001181842.1,850638,NP_013078.1
YLL021W,NM_001181841.1,850639,NP_013079.1
YLL019C,NM_001181839.1,850641,NP_013081.1
YLL018C-A,NM_001184338.1,850642,NP_013082.1
YLL018C,NM_001181838.1,850643,NP_013083.1
YLL015W,NM_001181835.1,850645,NP_013086.1
YLL014W,NM_001181834.1,850646,NP_013087.1
YLL013C,NM_001181833.1,850647,NP_013088.1
YLL012W,NM_001181832.1,850648,NP_013089.1
YLL011W,NM_001181831.1,850649,NP_013090.1
YLL010C,NM_001181830.1,850650,NP_013091.1
YLL009C,NM_001181829.1,850651,NP_013092.1
YLL008W,NM_001181828.1,850652,NP_013093.1
YLL007C,NM_001181827.1,850653,NP_013094.1
YLL006W-A,NM_001184559.1,1466403,NP_878116.1
YLL006W,NM_001181826.1,850654,NP_013095.1
YLL005C,NM_001181825.1,850655,NP_013096.1
YLL004W,NM_001181824.1,850656,NP_013097.1
YLL003W,NM_001181823.1,850657,NP_013098.1
YLL002W,NM_001181822.1,850658,NP_013099.1
YLL001W,NM_001181821.1,850686,NP_013100.1
YLR001C,NM_001181888.1,850687,NP_013101.1
YLR002C,NM_001181889.1,850688,NP_013102.1
YLR003C,NM_001181890.1,850689,NP_013103.1
YLR004C,NM_001181891.1,850690,NP_013104.1
YLR005W,NM_001181892.1,850691,NP_013105.1
YLR006C,NM_001181893.1,850692,NP_013106.1
YLR007W,NM_001181894.1,850693,NP_013107.1
YLR008C,NM_001181895.1,850694,NP_013108.1
YLR009W,NM_001181896.1,850695,NP_013109.1
YLR010C,NM_001181897.1,850696,NP_013110.1
YLR011W,NM_001181898.1,850698,NP_013111.1
YLR012C,NM_001181899.1,850699,NP_013112.2
YLR013W,NM_001181900.1,850700,NP_013113.1
YLR014C,NM_001181901.1,850701,NP_013114.1
YLR015W,NM_001181902.1,850702,NP_013115.1
YLR016C,NM_001181903.1,850703,NP_013116.1
YLR017W,NM_001181904.1,850704,NP_013117.1
YLR018C,NM_001181905.1,850705,NP_013118.1
YLR019W,NM_001181906.1,850706,NP_013119.1
YLR020C,NM_001181907.1,850707,NP_013120.1
YLR021W,NM_001181908.1,850708,NP_013121.1
YLR022C,NM_001181909.1,850709,NP_013122.1
YLR023C,NM_001181910.1,850710,NP_013123.1
YLR024C,NM_001181911.2,850711,NP_013124.1
YLR025W,NM_001181912.1,850712,NP_013125.1
YLR026C,NM_001181913.1,850713,NP_013126.1
YLR027C,NM_001181914.1,850714,NP_013127.2
YLR028C,NM_001181915.1,850715,NP_013128.1
YLR029C,NM_001181916.1,850716,NP_013129.1
YLR030W,NM_001181917.1,850717,NP_013130.1
YLR031W,NM_001181918.1,850718,NP_013131.1
YLR032W,NM_001181919.1,850719,NP_013132.1
YLR033W,NM_001181920.1,850720,NP_013133.1
YLR034C,NM_001181921.2,850721,NP_013134.1
YLR035C,NM_001181922.1,850722,NP_013135.1
YLR035C-A,NM_001184318.1,850724,NP_013136.1
YLR036C,NM_001181923.1,850725,NP_013137.1
YLR037C,NM_001181924.1,850726,NP_013138.1
YLR038C,NM_001181925.1,850727,NP_013139.1
YLR039C,NM_001181926.1,850728,NP_013140.1
YLR040C,NM_001181927.1,850730,NP_013141.1
YLR042C,NM_001181929.1,850731,NP_013143.1
YLR043C,NM_001181930.1,850732,NP_013144.1
YLR044C,NM_001181931.1,850733,NP_013145.1
YLR045C,NM_001181932.1,850734,NP_013146.1
YLR046C,NM_001181933.1,850735,NP_013147.1
YLR047C,NM_001181934.1,850736,NP_013148.1
YLR048W,NM_001181935.1,850737,NP_013149.1
YLR048W,NM_001181935.1,850737,NP_013149.1
YLR049C,NM_001181936.1,850738,NP_013150.1
YLR050C,NM_001181937.1,850739,NP_013151.1
YLR051C,NM_001181938.1,850740,NP_013152.1
YLR052W,NM_001181939.1,850741,NP_013153.1
YLR053C,NM_001181940.1,850742,NP_013154.1
YLR054C,NM_001181941.1,850743,NP_013155.2
YLR054C,NM_001181941.1,850743,NP_013155.2
YLR055C,NM_001181942.1,850744,NP_013156.1
YLR056W,NM_001181943.1,850745,NP_013157.1
YLR057W,NM_001181944.1,850746,NP_013158.1
YLR058C,NM_001181945.1,850747,NP_013159.1
YLR059C,NM_001181946.1,850748,NP_013160.1
YLR060W,NM_001181947.1,850749,NP_013161.1
YLR061W,NM_001181948.1,850750,NP_013162.1
YLR061W,NM_001181948.1,850750,NP_013162.1
YLR063W,NM_001181950.1,850752,NP_013164.1
YLR064W,NM_001181951.1,850753,NP_013165.1
YLR065C,NM_001181952.1,850754,NP_013166.1
YLR066W,NM_001181953.1,850755,NP_013167.1
YLR067C,NM_001181954.1,850756,NP_013168.1
YLR068W,NM_001181955.1,850757,NP_013169.1
YLR069C,NM_001181956.1,850758,NP_013170.1
YLR070C,NM_001181957.1,850759,NP_013171.1
YLR071C,NM_001181958.1,850760,NP_013172.1
YLR072W,NM_001181959.1,850761,NP_013173.1
YLR073C,NM_001181960.1,850762,NP_013174.1
YLR074C,NM_001181961.1,850763,NP_013175.1
YLR075W,NM_001181962.1,850764,NP_013176.1
YLR077W,NM_001181964.1,850766,NP_013178.1
YLR078C,NM_001181965.1,850767,NP_013179.1
YLR078C,NM_001181965.1,850767,NP_013179.1
YLR079W,NM_001181966.1,850768,NP_013180.1
YLR080W,NM_001181967.1,850769,NP_013181.1
YLR081W,NM_001181968.1,850770,NP_013182.1
YLR082C,NM_001181969.1,850771,NP_013183.1
YLR083C,NM_001181970.1,850772,NP_013184.1
YLR084C,NM_001181971.1,850773,NP_013185.1
